Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
muz-sv925-rng-077,Silver ring AN010,"<p>Beautiful ring featuring a natural Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-077,100,shopify,1,deny,manual,1000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/AN010-4.jpg,1,MUZEM Silver ring AN010 - Colombian Emerald Natural in Silver,FALSE,Silver ring AN010 | Muzem Emeralds Colombia,Shop Silver ring AN010 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-077,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Natural,Colombian,,,,g,,,1000.0,,active
muz-sv925-rng-078,Silver Ring with Natural Carved Emerald AN004,"<p>Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-078,100,shopify,1,deny,manual,225.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AN003-4.jpg,1,MUZEM Silver Ring with Natural Carved Emerald AN004 - Colombian Emerald Carved in Silver,FALSE,Silver Ring with Natural Carved Emerald AN004 | Muzem Emeralds Colombi,Shop Silver Ring with Natural Carved Emerald AN004 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-078,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,225.0,,active
muz-sv925-rng-079,Silver Ring with Natural Carved Emerald AN005,"<p>Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-079,100,shopify,1,deny,manual,300.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AN004-4.jpg,1,MUZEM Silver Ring with Natural Carved Emerald AN005 - Colombian Emerald Carved in Silver,FALSE,Silver Ring with Natural Carved Emerald AN005 | Muzem Emeralds Colombi,Shop Silver Ring with Natural Carved Emerald AN005 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-079,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,300.0,,active
muz-sv925-rng-080,Silver Ring with Natural Carved Emerald AN006,"<p>Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-080,100,shopify,1,deny,manual,625.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AN005-2.jpg,1,MUZEM Silver Ring with Natural Carved Emerald AN006 - Colombian Emerald Carved in Silver,FALSE,Silver Ring with Natural Carved Emerald AN006 | Muzem Emeralds Colombi,Shop Silver Ring with Natural Carved Emerald AN006 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-080,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,625.0,,active
muz-sv925-rng-081,Silver Ring with Natural Carved Emerald AN009,"<p>Beautiful ring featuring a carved Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified",TRUE,Size,6,,,,,MUZ-SV925-RNG-081,100,shopify,1,deny,manual,875.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AN007-4.jpg,1,MUZEM Silver Ring with Natural Carved Emerald AN009 - Colombian Emerald Carved in Silver,FALSE,Silver Ring with Natural Carved Emerald AN009 | Muzem Emeralds Colombi,Shop Silver Ring with Natural Carved Emerald AN009 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-RNG-081,Ring,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Carved,Colombian,,,,g,,,875.0,,active
muz-sv925-pnd-082,Sterling Silver Pendant with Rough Natural Emerald DJ007,"<p>Beautiful pendant featuring a rough Colombian emerald set in Silver. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified",TRUE,,,,,,,MUZ-SV925-PND-082,100,shopify,1,deny,manual,550.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/DJ1006-1.jpg,1,MUZEM Sterling Silver Pendant with Rough Natural Emerald DJ007 - Colombian Emerald Rough in Silver,FALSE,Sterling Silver Pendant with Rough Natural Emerald DJ007 | Muzem Emera,Shop Sterling Silver Pendant with Rough Natural Emerald DJ007 at Muzem Emeralds. Certified Colombian emeralds in Silver. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-SV925-PND-082,Pendant,"colombian-emerald,natural-stone,certified",new,FALSE,Silver,Rough,Colombian,,,,g,,,550.0,,active
muz-wg18-rng-083,White gold earrings AR1541,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-083,100,shopify,1,deny,manual,3500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/04/AR1541-1.jpg,1,MUZEM White gold earrings AR1541 - Colombian Emerald Natural in White Gold,FALSE,White gold earrings AR1541 | Muzem Emeralds Colombia,Shop White gold earrings AR1541 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-083,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,3500.0,,active
muz-wg18-rng-084,White gold earrings AR1615,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-084,100,shopify,1,deny,manual,2000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/04/AR1615-4.jpg,1,MUZEM White gold earrings AR1615 - Colombian Emerald Natural in White Gold,FALSE,White gold earrings AR1615 | Muzem Emeralds Colombia,Shop White gold earrings AR1615 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-084,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,2000.0,,active
muz-wg18-rng-085,White gold earrings AR1832,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-085,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/04/AR1832-1.jpg,1,MUZEM White gold earrings AR1832 - Colombian Emerald Natural in White Gold,FALSE,White gold earrings AR1832 | Muzem Emeralds Colombia,Shop White gold earrings AR1832 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-085,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,1500.0,,active
muz-wg18-rng-086,White gold earrings AR1893,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-086,100,shopify,1,deny,manual,15000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AR1893.3.jpg,1,MUZEM White gold earrings AR1893 - Colombian Emerald Natural in White Gold,FALSE,White gold earrings AR1893 | Muzem Emeralds Colombia,Shop White gold earrings AR1893 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-086,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,15000.0,,active
muz-wg18-rng-087,White gold earrings AR1989,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-087,100,shopify,1,deny,manual,2250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AR1989-1.jpg,1,MUZEM White gold earrings AR1989 - Colombian Emerald Natural in White Gold,FALSE,White gold earrings AR1989 | Muzem Emeralds Colombia,Shop White gold earrings AR1989 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-087,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,2250.0,,active
muz-wg18-pnd-088,White gold pendant DJ1367,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-088,100,shopify,1,deny,manual,10750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1367-3.jpg,1,MUZEM White gold pendant DJ1367 - Colombian Emerald Natural in White Gold,FALSE,White gold pendant DJ1367 | Muzem Emeralds Colombia,Shop White gold pendant DJ1367 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-088,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,10750.0,,active
muz-wg18-pnd-089,White gold pendant DJ1393,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-089,100,shopify,1,deny,manual,2250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/07/DJ1393_6sq4vzzye9p_2025-07-11-14-07-33.jpg,1,MUZEM White gold pendant DJ1393 - Colombian Emerald Natural in White Gold,FALSE,White gold pendant DJ1393 | Muzem Emeralds Colombia,Shop White gold pendant DJ1393 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-089,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,2250.0,,active
muz-wg18-pnd-090,White gold pendant DJ1506,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-090,100,shopify,1,deny,manual,12000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1506-1.jpg,1,MUZEM White gold pendant DJ1506 - Colombian Emerald Natural in White Gold,FALSE,White gold pendant DJ1506 | Muzem Emeralds Colombia,Shop White gold pendant DJ1506 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-090,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,12000.0,,active
muz-wg18-pnd-091,White gold pendant DJ1511,"<p>Beautiful pendant featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-WG18-PND-091,100,shopify,1,deny,manual,1500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/DJ1511-3.jpg,1,MUZEM White gold pendant DJ1511 - Colombian Emerald Natural in White Gold,FALSE,White gold pendant DJ1511 | Muzem Emeralds Colombia,Shop White gold pendant DJ1511 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-PND-091,Pendant,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,1500.0,,active
muz-wg18-rng-092,White gold ring AN1342,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-092,100,shopify,1,deny,manual,500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/1342-4.jpg,1,MUZEM White gold ring AN1342 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1342 | Muzem Emeralds Colombia,Shop White gold ring AN1342 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-092,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,500.0,,active
muz-wg18-rng-093,White gold ring AN1375,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-093,100,shopify,1,deny,manual,750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN1375-4.jpg,1,MUZEM White gold ring AN1375 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1375 | Muzem Emeralds Colombia,Shop White gold ring AN1375 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-093,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,750.0,,active
muz-wg18-rng-094,White gold ring AN1513,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-094,100,shopify,1,deny,manual,1750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN1513_pf0nmvdmip_2025-03-25-14-05-58.jpg,1,MUZEM White gold ring AN1513 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1513 | Muzem Emeralds Colombia,Shop White gold ring AN1513 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-094,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,1750.0,,active
muz-wg18-rng-095,White gold ring AN1584,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-095,100,shopify,1,deny,manual,4000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN1584-1.jpg,1,MUZEM White gold ring AN1584 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1584 | Muzem Emeralds Colombia,Shop White gold ring AN1584 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-095,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,4000.0,,active
muz-wg18-rng-096,White gold ring AN1585,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-096,100,shopify,1,deny,manual,5750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/AN1585-1.jpg,1,MUZEM White gold ring AN1585 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1585 | Muzem Emeralds Colombia,Shop White gold ring AN1585 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-096,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,5750.0,,active
muz-wg18-rng-097,White gold ring AN1593,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-097,100,shopify,1,deny,manual,9500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN1593-1.jpg,1,MUZEM White gold ring AN1593 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1593 | Muzem Emeralds Colombia,Shop White gold ring AN1593 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-097,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,9500.0,,active
muz-wg18-rng-098,White gold ring AN1633,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-098,100,shopify,1,deny,manual,1875.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN1633-1.jpg,1,MUZEM White gold ring AN1633 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1633 | Muzem Emeralds Colombia,Shop White gold ring AN1633 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-098,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,1875.0,,active
muz-wg18-rng-099,White gold ring AN1675,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-099,100,shopify,1,deny,manual,4750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/AN1675-4.jpg,1,MUZEM White gold ring AN1675 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1675 | Muzem Emeralds Colombia,Shop White gold ring AN1675 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-099,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,4750.0,,active
muz-wg18-rng-100,White gold ring AN1677,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-100,100,shopify,1,deny,manual,25000.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/AN1677-2.jpg,1,MUZEM White gold ring AN1677 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN1677 | Muzem Emeralds Colombia,Shop White gold ring AN1677 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-100,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,25000.0,,active
muz-wg18-rng-101,White gold ring AN938 OB,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-101,100,shopify,1,deny,manual,2250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/08/AN938-1.jpg,1,MUZEM White gold ring AN938 OB - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN938 OB | Muzem Emeralds Colombia,Shop White gold ring AN938 OB at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-101,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,2250.0,,active
muz-wg18-rng-102,White gold ring AN947,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,Size,6,,,,,MUZ-WG18-RNG-102,100,shopify,1,deny,manual,2500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/AN947-4.jpg,1,MUZEM White gold ring AN947 - Colombian Emerald Natural in White Gold,FALSE,White gold ring AN947 | Muzem Emeralds Colombia,Shop White gold ring AN947 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-102,Ring,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,White Gold,Natural,Colombian,,,,g,,,2500.0,,active
muz-wg18-rng-103,White gold ring with Moissanite AN1673,"<p>Beautiful ring featuring a natural Colombian emerald set in White Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Ring,"colombian-emerald,natural-stone,certified,18k-gold,moissanite",TRUE,Size,6,,,,,MUZ-WG18-RNG-103,100,shopify,1,deny,manual,2250.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/06/AN1673-4.jpg,1,MUZEM White gold ring with Moissanite AN1673 - Colombian Emerald Natural in White Gold,FALSE,White gold ring with Moissanite AN1673 | Muzem Emeralds Colombia,Shop White gold ring with Moissanite AN1673 at Muzem Emeralds. Certified Colombian emeralds in White Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-WG18-RNG-103,Ring,"colombian-emerald,natural-stone,certified,18k-gold,moissanite",new,FALSE,White Gold,Natural,Colombian,,,,g,,,2250.0,,active
muz-yg18-brc-104,Yellow gold bracelet PL122,"<p>Beautiful bracelet featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Bracelet,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-BRC-104,100,shopify,1,deny,manual,3750.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/03/PL122.6.jpg,1,MUZEM Yellow gold bracelet PL122 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Yellow gold bracelet PL122 | Muzem Emeralds Colombia,Shop Yellow gold bracelet PL122 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-BRC-104,Bracelet,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,3750.0,,active
muz-yg18-brc-105,Yellow gold bracelet PL98,"<p>Beautiful bracelet featuring a natural Colombian emerald set in 18k Yellow Gold. Handcrafted by Muzem Emeralds, 4th generation family jewelry artisans.</p>",Muzem Emeralds,Bracelet,"colombian-emerald,natural-stone,certified,18k-gold",TRUE,,,,,,,MUZ-YG18-BRC-105,100,shopify,1,deny,manual,4500.0,,TRUE,TRUE,,https://muzem.co/wp-content/uploads/2025/05/PL98-3.jpg,1,MUZEM Yellow gold bracelet PL98 - Colombian Emerald Natural in 18k Yellow Gold,FALSE,Yellow gold bracelet PL98 | Muzem Emeralds Colombia,Shop Yellow gold bracelet PL98 at Muzem Emeralds. Certified Colombian emeralds in 18k Yellow Gold. Free shipping in Colombia.,Jewelry > Fine Jewelry > Gemstone Jewelry,unisex,adult,MUZ-YG18-BRC-105,Bracelet,"colombian-emerald,natural-stone,certified,18k-gold",new,FALSE,18k Yellow Gold,Natural,Colombian,,,,g,,,4500.0,,active
