product_id,title,jewelry_type,material,category,regular_price,sale_price,stock_status,url,image_url,seo_filename,local_image_path,scraped_at
MUZEM_071,Silver pendant DJ011,Ring,Silver,Silver,4.500.000,4.500.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/silver-pendant-dj011/,https://muzem.co/wp-content/uploads/2025/06/DJ1010-1.jpg,MUZEM_071_Silver_pendant_DJ011.jpg,/mnt/okcomputer/output/raw_images/MUZEM_071_Silver_pendant_DJ011.jpg,2026-02-22T02:01:25.821758
MUZEM_072,Silver pendant DJ012,Ring,Silver,Silver,1.400.000,1.400.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/silver-pendant-dj012/,https://muzem.co/wp-content/uploads/2025/06/DJ012-2.jpg,MUZEM_072_Silver_pendant_DJ012.jpg,/mnt/okcomputer/output/raw_images/MUZEM_072_Silver_pendant_DJ012.jpg,2026-02-22T02:01:25.821758
MUZEM_073,Silver ring AN001,Ring,Silver,Silver,1.500.000,1.500.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-an001/,https://muzem.co/wp-content/uploads/2025/03/AN000-4.jpg,MUZEM_073_Silver_ring_AN001.jpg,/mnt/okcomputer/output/raw_images/MUZEM_073_Silver_ring_AN001.jpg,2026-02-22T02:01:25.821758
MUZEM_074,Silver Ring AN002,Ring,Silver,Silver,1.200.000,1.200.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-an002/,https://muzem.co/wp-content/uploads/2025/04/AN001-1.jpg,MUZEM_074_Silver_Ring_AN002.jpg,/mnt/okcomputer/output/raw_images/MUZEM_074_Silver_Ring_AN002.jpg,2026-02-22T02:01:25.821758
MUZEM_075,Silver ring AN003,Ring,Silver,Silver,1.000.000,1.000.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-an003/,https://muzem.co/wp-content/uploads/2025/04/AN002-4.jpg,MUZEM_075_Silver_ring_AN003.jpg,/mnt/okcomputer/output/raw_images/MUZEM_075_Silver_ring_AN003.jpg,2026-02-22T02:01:25.821758
MUZEM_076,Silver ring AN007,Ring,Silver,Silver,4.500.000,4.500.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-an007/,https://muzem.co/wp-content/uploads/2025/06/AN004-2.jpg,MUZEM_076_Silver_ring_AN007.jpg,/mnt/okcomputer/output/raw_images/MUZEM_076_Silver_ring_AN007.jpg,2026-02-22T02:01:25.821758
MUZEM_077,Silver ring AN010,Ring,Silver,Silver,4.000.000,4.000.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-an010/,https://muzem.co/wp-content/uploads/2025/07/AN010-4.jpg,MUZEM_077_Silver_ring_AN010.jpg,/mnt/okcomputer/output/raw_images/MUZEM_077_Silver_ring_AN010.jpg,2026-02-22T02:01:25.821758
MUZEM_078,Silver Ring with Natural Carved Emerald AN004,Ring,Silver,Silver,900.000,900.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-with-natural-carved-emerald-an004/,https://muzem.co/wp-content/uploads/2025/05/AN003-4.jpg,MUZEM_078_Silver_Ring_with_Natural_Carved_Emerald_AN004.jpg,/mnt/okcomputer/output/raw_images/MUZEM_078_Silver_Ring_with_Natural_Carved_Emerald_AN004.jpg,2026-02-22T02:01:25.821758
MUZEM_079,Silver Ring with Natural Carved Emerald AN005,Ring,Silver,Silver,1.200.000,1.200.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-with-natural-carved-emerald-an005/,https://muzem.co/wp-content/uploads/2025/05/AN004-4.jpg,MUZEM_079_Silver_Ring_with_Natural_Carved_Emerald_AN005.jpg,/mnt/okcomputer/output/raw_images/MUZEM_079_Silver_Ring_with_Natural_Carved_Emerald_AN005.jpg,2026-02-22T02:01:25.821758
MUZEM_080,Silver Ring with Natural Carved Emerald AN006,Ring,Silver,Silver,2.500.000,2.500.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-with-natural-carved-emerald-an006/,https://muzem.co/wp-content/uploads/2025/05/AN005-2.jpg,MUZEM_080_Silver_Ring_with_Natural_Carved_Emerald_AN006.jpg,/mnt/okcomputer/output/raw_images/MUZEM_080_Silver_Ring_with_Natural_Carved_Emerald_AN006.jpg,2026-02-22T02:01:25.821758
MUZEM_081,Silver Ring with Natural Carved Emerald AN009,Ring,Silver,Silver,3.500.000,3.500.000.,In stock,https://muzem.co/en/shop/silver/silver-rings/silver-ring-with-natural-carved-emerald-an009/,https://muzem.co/wp-content/uploads/2025/05/AN007-4.jpg,MUZEM_081_Silver_Ring_with_Natural_Carved_Emerald_AN009.jpg,/mnt/okcomputer/output/raw_images/MUZEM_081_Silver_Ring_with_Natural_Carved_Emerald_AN009.jpg,2026-02-22T02:01:25.821758
MUZEM_082,Sterling Silver Pendant with Rough Natural Emerald DJ007,Ring,Silver,Silver,2.200.000,2.200.000.,In stock,https://muzem.co/en/shop/silver/silver-pendants/sterling-silver-pendant-with-rough-natural-emerald-dj007/,https://muzem.co/wp-content/uploads/2025/05/DJ1006-1.jpg,MUZEM_082_Sterling_Silver_Pendant_with_Rough_Natural_Emerald.jpg,/mnt/okcomputer/output/raw_images/MUZEM_082_Sterling_Silver_Pendant_with_Rough_Natural_Emerald.jpg,2026-02-22T02:01:25.821758
MUZEM_083,White gold earrings AR1541,Ring,White Gold,,14.000.000,14.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/oval/white-gold-earrings-ar1541/,https://muzem.co/wp-content/uploads/2025/04/AR1541-1.jpg,MUZEM_083_White_gold_earrings_AR1541.jpg,/mnt/okcomputer/output/raw_images/MUZEM_083_White_gold_earrings_AR1541.jpg,2026-02-22T02:01:25.821758
MUZEM_084,White gold earrings AR1615,Ring,White Gold,,8.000.000,8.000.000.,In stock,https://muzem.co/en/shop/stones-and-their-shapes/rectangular/white-gold-earrings-ar1615/,https://muzem.co/wp-content/uploads/2025/04/AR1615-4.jpg,MUZEM_084_White_gold_earrings_AR1615.jpg,/mnt/okcomputer/output/raw_images/MUZEM_084_White_gold_earrings_AR1615.jpg,2026-02-22T02:01:25.821758
